GO_id,term,GOSlim_bin,aspect
GO:0035077,,cell organization and biogenesis,P
GO:0035078,,developmental processes,P
GO:0035078,,death,P
GO:0035079,,cell organization and biogenesis,P
GO:0035080,,stress response,P
GO:0035080,,cell organization and biogenesis,P
GO:0035081,,death,P
GO:0035082,,cell organization and biogenesis,P
GO:0035083,,cell organization and biogenesis,P
GO:0035084,,cell organization and biogenesis,P
GO:0035085,,other cellular component,C
GO:0035086,,cytoskeleton,C
GO:0035087,,other metabolic processes,P
GO:0035087,,cell organization and biogenesis,P
GO:0035088,,other biological processes,P
GO:0035089,,other biological processes,P
GO:0035090,,other biological processes,P
GO:0035091,,other molecular function,F
GO:0035092,,DNA metabolism,P
GO:0035092,,cell organization and biogenesis,P
GO:0035093,,DNA metabolism,P
GO:0035093,,cell organization and biogenesis,P
GO:0035094,,other biological processes,P
GO:0035095,,other biological processes,P
GO:0035096,,developmental processes,P
GO:0035096,,death,P
GO:0035097,,nucleus,C
GO:0035098,,nucleus,C
GO:0035099,,developmental processes,P
GO:0035100,,other molecular function,F
GO:0035101,,nucleus,C
GO:0035102,,nucleus,C
GO:0035103,,signal transduction,P
GO:0035103,,protein metabolism,P
GO:0035103,,RNA metabolism,P
GO:0035104,,signal transduction,P
GO:0035104,,RNA metabolism,P
GO:0035105,,signal transduction,P
GO:0035105,,transport,P
GO:0035105,,RNA metabolism,P
GO:0035106,,other biological processes,P
GO:0035107,,developmental processes,P
GO:0035108,,developmental processes,P
GO:0035112,,developmental processes,P
GO:0035113,,developmental processes,P
GO:0035114,,developmental processes,P
GO:0035115,,developmental processes,P
GO:0035116,,developmental processes,P
GO:0035117,,developmental processes,P
GO:0035118,,developmental processes,P
GO:0035119,,developmental processes,P
GO:0035120,,developmental processes,P
GO:0035121,,other biological processes,P
GO:0035122,,developmental processes,P
GO:0035123,,developmental processes,P
GO:0035124,,developmental processes,P
GO:0035125,,developmental processes,P
GO:0035126,,developmental processes,P
GO:0035127,,developmental processes,P
GO:0035128,,developmental processes,P
GO:0035129,,developmental processes,P
GO:0035130,,developmental processes,P
GO:0035131,,developmental processes,P
GO:0035132,,developmental processes,P
GO:0035133,,developmental processes,P
GO:0035134,,developmental processes,P
GO:0035135,,developmental processes,P
GO:0035136,,developmental processes,P
GO:0035137,,developmental processes,P
GO:0035138,,developmental processes,P
GO:0035139,,developmental processes,P
GO:0035140,,developmental processes,P
GO:0035141,,developmental processes,P
GO:0035142,,developmental processes,P
GO:0035143,,developmental processes,P
GO:0035144,,developmental processes,P
GO:0035145,,nucleus,C
GO:0035146,,developmental processes,P
GO:0035147,,developmental processes,P
GO:0035148,,developmental processes,P
GO:0035149,,developmental processes,P
GO:0035150,,other biological processes,P
GO:0035151,,developmental processes,P
GO:0035152,,developmental processes,P
GO:0035153,,developmental processes,P
GO:0035154,,developmental processes,P
GO:0035155,,developmental processes,P
GO:0035156,,developmental processes,P
GO:0035157,,developmental processes,P
GO:0035158,,developmental processes,P
GO:0035159,,developmental processes,P
GO:0035160,,developmental processes,P
GO:0035161,,developmental processes,P
GO:0035162,,developmental processes,P
GO:0035163,,developmental processes,P
GO:0035164,,developmental processes,P
GO:0035165,,developmental processes,P
GO:0035166,,developmental processes,P
GO:0035167,,developmental processes,P
GO:0035168,,developmental processes,P
GO:0035169,,developmental processes,P
GO:0035170,,developmental processes,P
GO:0035171,,developmental processes,P
GO:0035172,,cell cycle and proliferation,P
GO:0035173,,kinase activity,F
GO:0035174,,kinase activity,F
GO:0035175,,kinase activity,F
GO:0035176,,other biological processes,P
GO:0035177,,other biological processes,P
GO:0035178,,other biological processes,P
GO:0035179,,other biological processes,P
GO:0035180,,other biological processes,P
GO:0035181,,other biological processes,P
GO:0035182,,non-structural extracellular,C
GO:0035183,,non-structural extracellular,C
GO:0035184,,kinase activity,F
GO:0035185,,cell cycle and proliferation,P
GO:0035185,,developmental processes,P
GO:0035186,,cell cycle and proliferation,P
GO:0035186,,developmental processes,P
GO:0035187,,developmental processes,P
GO:0035188,,developmental processes,P
GO:0035189,,nucleus,C
GO:0035190,,developmental processes,P
GO:0035191,,developmental processes,P
GO:0035192,,developmental processes,P
GO:0035193,,developmental processes,P
GO:0035194,,other metabolic processes,P
GO:0035195,,other metabolic processes,P
GO:0035196,,RNA metabolism,P
GO:0035197,,nucleic acid binding activity,F
GO:0035198,,nucleic acid binding activity,F
GO:0035199,,other biological processes,P
GO:0035200,,developmental processes,P
GO:0035201,,developmental processes,P
GO:0035202,,developmental processes,P
GO:0035203,,developmental processes,P
GO:0035204,,developmental processes,P
GO:0035205,,developmental processes,P
GO:0035206,,cell cycle and proliferation,P
GO:0035207,,cell cycle and proliferation,P
GO:0035208,,cell cycle and proliferation,P
GO:0035209,,developmental processes,P
GO:0035210,,developmental processes,P
GO:0035211,,developmental processes,P
GO:0035212,,developmental processes,P
GO:0035213,,developmental processes,P
GO:0035214,,developmental processes,P
GO:0035215,,developmental processes,P
GO:0035216,,developmental processes,P
GO:0035217,,developmental processes,P
GO:0035218,,developmental processes,P
GO:0035219,,developmental processes,P
GO:0035220,,developmental processes,P
GO:0035221,,developmental processes,P
GO:0035222,,developmental processes,P
GO:0035223,,developmental processes,P
GO:0035224,,developmental processes,P
GO:0035225,,developmental processes,P
GO:0035226,,other molecular function,F
GO:0035227,,other metabolic processes,P
GO:0035228,,other metabolic processes,P
GO:0035229,,other metabolic processes,P
GO:0035230,,other cellular component,C
GO:0035231,,cell organization and biogenesis,P
GO:0035232,,other biological processes,P
GO:0035233,,other biological processes,P
GO:0035234,,death,P
GO:0035235,,signal transduction,P
GO:0035236,,signal transduction activity,F
GO:0035237,,signal transduction activity,F
GO:0035238,,other metabolic processes,P
GO:0035239,,developmental processes,P
GO:0035240,,other molecular function,F
GO:0035241,,other molecular function,F
GO:0035242,,other molecular function,F
GO:0035243,,other molecular function,F
GO:0035244,,other molecular function,F
GO:0035245,,protein metabolism,P
GO:0035246,,protein metabolism,P
GO:0035247,,protein metabolism,P
GO:0035248,,other molecular function,F
GO:0035249,,cell-cell signaling,P
GO:0035250,,other molecular function,F
GO:0035251,,other molecular function,F
GO:0035252,,other molecular function,F
GO:0035253,,cytoskeleton,C
GO:0035254,,signal transduction activity,F
GO:0035255,,signal transduction activity,F
GO:0035256,,signal transduction activity,F
GO:0035257,,signal transduction activity,F
GO:0035258,,signal transduction activity,F
GO:0035259,,signal transduction activity,F
GO:0035260,,developmental processes,P
GO:0035261,,developmental processes,P
GO:0035262,,developmental processes,P
GO:0035263,,developmental processes,P
GO:0035264,,other biological processes,P
GO:0035265,,other biological processes,P
GO:0035266,,developmental processes,P
GO:0035267,,nucleus,C
GO:0035268,,protein metabolism,P
GO:0035269,,protein metabolism,P
GO:0035270,,developmental processes,P
GO:0035271,,developmental processes,P
GO:0035272,,developmental processes,P
GO:0035273,,other molecular function,F
GO:0035274,,other molecular function,F
GO:0035275,,other molecular function,F
GO:0035276,,other molecular function,F
GO:0035277,,developmental processes,P
GO:0035278,,protein metabolism,P
GO:0035279,,RNA metabolism,P
GO:0035280,,other metabolic processes,P
GO:0035280,,cell organization and biogenesis,P
GO:0035281,,transport,P
GO:0035281,,other metabolic processes,P
GO:0035282,,developmental processes,P
GO:0035283,,developmental processes,P
GO:0035284,,developmental processes,P
GO:0035285,,developmental processes,P
GO:0035287,,developmental processes,P
GO:0035288,,developmental processes,P
GO:0035289,,developmental processes,P
GO:0035290,,developmental processes,P
GO:0035291,,developmental processes,P
GO:0035292,,developmental processes,P
GO:0035293,,developmental processes,P
GO:0035294,,developmental processes,P
GO:0035295,,developmental processes,P
GO:0035296,,other biological processes,P
GO:0035297,,developmental processes,P
GO:0035298,,developmental processes,P
GO:0035299,,kinase activity,F
GO:0035301,,other cellular component,C
GO:0035302,,other molecular function,F
GO:0035303,,other metabolic processes,P
GO:0035304,,protein metabolism,P
